Date,Open,High,Low,Close,Adj Close,Volume
2023-04-13,161.6300048828125,165.8000030517578,161.4199981689453,165.55999755859375,165.1083526611328,68445600
2023-04-14,164.58999633789062,166.32000732421875,163.82000732421875,165.2100067138672,164.7593231201172,49386500
2023-04-17,165.08999633789062,165.38999938964844,164.02999877929688,165.22999572753906,164.7792510986328,41516200
2023-04-18,166.10000610351562,167.41000366210938,165.64999389648438,166.47000122070312,166.01588439941406,49923000
2023-04-19,165.8000030517578,168.16000366210938,165.5399932861328,167.6300048828125,167.1727294921875,47720200
2023-04-20,166.08999633789062,167.8699951171875,165.55999755859375,166.64999389648438,166.19537353515625,52456400
2023-04-21,165.0500030517578,166.4499969482422,164.49000549316406,165.02000427246094,164.56983947753906,58337300
2023-04-24,165.0,165.60000610351562,163.88999938964844,165.3300018310547,164.8789825439453,41949600
2023-04-25,165.19000244140625,166.30999755859375,163.72999572753906,163.77000427246094,163.3232421875,48714100
2023-04-26,163.05999755859375,165.27999877929688,162.8000030517578,163.75999450683594,163.31326293945312,45498800
2023-04-27,165.19000244140625,168.55999755859375,165.19000244140625,168.41000366210938,167.95059204101562,64902300
2023-04-28,168.49000549316406,169.85000610351562,167.8800048828125,169.67999267578125,169.2171173095703,55209200
2023-05-01,169.27999877929688,170.4499969482422,168.63999938964844,169.58999633789062,169.1273651123047,52472900
2023-05-02,170.08999633789062,170.35000610351562,167.5399932861328,168.5399932861328,168.08021545410156,48425700
2023-05-03,169.5,170.9199981689453,167.16000366210938,167.4499969482422,166.99319458007812,65136000
2023-05-04,164.88999938964844,167.0399932861328,164.30999755859375,165.7899932861328,165.3377227783203,81235400
2023-05-05,170.97999572753906,174.3000030517578,170.75999450683594,173.57000732421875,173.0965118408203,113316400
2023-05-08,172.47999572753906,173.85000610351562,172.11000061035156,173.5,173.0266876220703,55962800
2023-05-09,173.0500030517578,173.5399932861328,171.60000610351562,171.77000427246094,171.30142211914062,45326900
2023-05-10,173.02000427246094,174.02999877929688,171.89999389648438,173.55999755859375,173.08653259277344,53724500
2023-05-11,173.85000610351562,174.58999633789062,172.1699981689453,173.75,173.27601623535156,49514700
2023-05-12,173.6199951171875,174.05999755859375,171.0,172.57000732421875,172.3372802734375,45497800
2023-05-15,173.16000366210938,173.2100067138672,171.47000122070312,172.07000732421875,171.8379669189453,37266700
2023-05-16,171.99000549316406,173.13999938964844,171.8000030517578,172.07000732421875,171.8379669189453,42110300
2023-05-17,171.7100067138672,172.92999267578125,170.4199981689453,172.69000244140625,172.45712280273438,57951600
2023-05-18,173.0,175.24000549316406,172.5800018310547,175.0500030517578,174.81393432617188,65496700
2023-05-19,176.38999938964844,176.38999938964844,174.94000244140625,175.16000366210938,174.92379760742188,55772400
2023-05-22,173.97999572753906,174.7100067138672,173.4499969482422,174.1999969482422,173.96507263183594,43570900
2023-05-23,173.1300048828125,173.3800048828125,171.27999877929688,171.55999755859375,171.32864379882812,50747300
2023-05-24,171.08999633789062,172.4199981689453,170.52000427246094,171.83999633789062,171.60826110839844,45143500
2023-05-25,172.41000366210938,173.89999389648438,171.69000244140625,172.99000549316406,172.7567138671875,56058300
2023-05-26,173.32000732421875,175.77000427246094,173.11000061035156,175.42999267578125,175.19342041015625,54835000
2023-05-30,176.9600067138672,178.99000549316406,176.57000732421875,177.3000030517578,177.06089782714844,55964400
2023-05-31,177.3300018310547,179.35000610351562,176.75999450683594,177.25,177.01097106933594,99625300
2023-06-01,177.6999969482422,180.1199951171875,176.92999267578125,180.08999633789062,179.84713745117188,68901800
2023-06-02,181.02999877929688,181.77999877929688,179.25999450683594,180.9499969482422,180.7059783935547,61945900
2023-06-05,182.6300048828125,184.9499969482422,178.0399932861328,179.5800018310547,179.33782958984375,121946500
2023-06-06,179.97000122070312,180.1199951171875,177.42999267578125,179.2100067138672,178.9683380126953,64848400
2023-06-07,178.44000244140625,181.2100067138672,177.32000732421875,177.82000732421875,177.5802001953125,61944600
2023-06-08,177.89999389648438,180.83999633789062,177.4600067138672,180.57000732421875,180.3264923095703,50214900
2023-06-09,181.5,182.22999572753906,180.6300048828125,180.9600067138672,180.71597290039062,48870700
2023-06-12,181.27000427246094,183.88999938964844,180.97000122070312,183.7899932861328,183.54214477539062,54274900
2023-06-13,182.8000030517578,184.14999389648438,182.44000244140625,183.30999755859375,183.0627899169922,54929100
2023-06-14,183.3699951171875,184.38999938964844,182.02000427246094,183.9499969482422,183.70193481445312,57462900
2023-06-15,183.9600067138672,186.52000427246094,183.77999877929688,186.00999450683594,185.7591552734375,65433200
2023-06-16,186.72999572753906,186.99000549316406,184.27000427246094,184.9199981689453,184.67062377929688,101235600
